date,alpha,beta
2018-01-05 00:00:00,0.0004142731864560139,0.06251430198169465
2018-01-08 00:00:00,0.0004264658783415644,0.06314709609172707
2018-01-09 00:00:00,0.0004296647896251832,0.0631434889766382
2018-01-10 00:00:00,0.0004402128975410634,0.06256762450157836
2018-01-11 00:00:00,0.00042089447697653276,0.060304956822242656
2018-01-12 00:00:00,0.0004514492601794792,0.05925412341979195
2018-01-15 00:00:00,0.0004431346629990699,0.05899398317459402
2018-01-16 00:00:00,0.00046264795010046207,0.06010619214160357
2018-01-17 00:00:00,0.0004519722500527667,0.062290888177816264
2018-01-18 00:00:00,0.000435534380599741,0.06251905430984427
2018-01-19 00:00:00,0.00041811465593018135,0.06195754869418598
2018-01-22 00:00:00,0.000415216038680355,0.06040240175923383
2018-01-23 00:00:00,0.0004508405273721077,0.05939057964466128
2018-01-24 00:00:00,0.0004650810419580615,0.059392236181676696
2018-01-25 00:00:00,0.0005204310870602536,0.054058475892320254
2018-01-26 00:00:00,0.0005114386001715758,0.054073347870242726
2018-01-29 00:00:00,0.0005311508430925412,0.05179562873445218
2018-01-30 00:00:00,0.0004921639483892043,0.05703486812624821
2018-01-31 00:00:00,0.00043977925506146723,0.05749289814736343
2018-02-01 00:00:00,0.00046773997750429165,0.055590411072450684
2018-02-02 00:00:00,0.0004530391958091318,0.055041649126810165
2018-02-05 00:00:00,0.00038080519115444835,0.055561118439765834
2018-02-06 00:00:00,0.0003025356963891763,0.10020456159729257
2018-02-07 00:00:00,0.000364955545019755,0.10100132284342249
2018-02-08 00:00:00,0.00037173904287102997,0.1011843746186276
2018-02-09 00:00:00,0.00036007070113355414,0.11331299649944421
2018-02-12 00:00:00,0.0003702414046236533,0.12156585123953453
2018-02-13 00:00:00,0.00035466375079876427,0.1290564210573516
2018-02-14 00:00:00,0.000379500621006162,0.1298430231860139
2018-02-15 00:00:00,0.00036165577844734023,0.13287454192186035
2018-02-16 00:00:00,0.0003442659085857625,0.13318195814242836
2018-02-20 00:00:00,0.00037715731119423404,0.1327232755336872
2018-02-21 00:00:00,0.0003631647380362939,0.1321643317548597
2018-02-22 00:00:00,0.00037770866087577737,0.13482929686777784
2018-02-23 00:00:00,0.0004164071438119064,0.1357955950558213
2018-02-26 00:00:00,0.0004883068540754074,0.1388306464777598
2018-02-27 00:00:00,0.0005024839514717615,0.1383320845693609
2018-02-28 00:00:00,0.0004236716954061039,0.14365733463636973
2018-03-01 00:00:00,0.00037572207390428275,0.14670145960257613
2018-03-02 00:00:00,0.00036697476591780596,0.14883612408381003
2018-03-05 00:00:00,0.0003747438463494007,0.14877508649808424
2018-03-06 00:00:00,0.0003691521389633186,0.15077385761345152
2018-03-07 00:00:00,0.0003693823547053721,0.15090922589302608
2018-03-08 00:00:00,0.00037648980989993047,0.15124419962286592
2018-03-09 00:00:00,0.0003872706261284529,0.15061358780172582
2018-03-12 00:00:00,0.00040315413629226867,0.15537132182408286
2018-03-13 00:00:00,0.00036988496165176875,0.15256351410516422
2018-03-14 00:00:00,0.0003374534056226514,0.15235457855097786
2018-03-15 00:00:00,0.0003658343305624148,0.15352834055212286
2018-03-16 00:00:00,0.0003916040641772667,0.15976846819647647
2018-03-19 00:00:00,0.0003889460844141382,0.15971403261842249
2018-03-20 00:00:00,0.000367133923309828,0.15904212915608237
2018-03-21 00:00:00,0.0003835513258515093,0.15766772077417648
2018-03-22 00:00:00,0.0004179848520420221,0.15953416963719944
2018-03-23 00:00:00,0.0004002360889305081,0.1641187771058051
2018-03-26 00:00:00,0.0004004289877266486,0.16115027007636587
2018-03-27 00:00:00,0.00043428762482944144,0.1660351496267863
2018-03-28 00:00:00,0.0003710078624268106,0.16987334012136043
2018-03-29 00:00:00,0.000332006942276029,0.1676380675780906
2018-03-30 00:00:00,0.00033569662941949186,0.16740350815053884
2018-04-02 00:00:00,0.0003160312155956035,0.16855309004585575
2018-04-03 00:00:00,0.00029333465245000664,0.17044757266184848
2018-04-04 00:00:00,0.000302417682777757,0.1700142769809358
2018-04-05 00:00:00,0.00029379137034317654,0.16999911578846527
2018-04-06 00:00:00,0.00030128829372329794,0.16968479162279165
2018-04-09 00:00:00,0.00031629830788045677,0.1700702331531392
2018-04-10 00:00:00,0.0003498646330660408,0.17157866943548192
2018-04-11 00:00:00,0.0003498976471919108,0.17166292880661302
2018-04-12 00:00:00,0.0003516157127887167,0.17157255082878048
2018-04-13 00:00:00,0.00034696994711715936,0.1707639736058173
2018-04-16 00:00:00,0.00030037146119320647,0.17054281157297418
2018-04-17 00:00:00,0.0002651475858753315,0.17223355562738818
2018-04-18 00:00:00,0.00030313583328047815,0.17336410248677273
2018-04-19 00:00:00,0.0003333731683244088,0.17331977762820325
2018-04-20 00:00:00,0.00033331588282143937,0.17464589736644426
2018-04-23 00:00:00,0.0002764923598448811,0.17506606147781217
2018-04-24 00:00:00,0.00027938754413457776,0.174483534245899
2018-04-25 00:00:00,0.00022686906208265134,0.18337343504067338
2018-04-26 00:00:00,0.00017360662734280328,0.18168179746878685
2018-04-27 00:00:00,0.00017474270305865475,0.1790792169435009
2018-04-30 00:00:00,0.0001871970887449258,0.17979903226862826
2018-05-01 00:00:00,0.00018710652841327793,0.1798288828774104
2018-05-02 00:00:00,0.00017237273838317764,0.17930528810923088
2018-05-03 00:00:00,0.00021002161788940518,0.1782797894374249
2018-05-04 00:00:00,0.00018854118956742046,0.17844632251664555
2018-05-07 00:00:00,0.0002178772836819764,0.17994200363883406
2018-05-08 00:00:00,0.000204216868243953,0.17941300743595473
2018-05-09 00:00:00,0.00018833504228576065,0.17844394604726574
2018-05-10 00:00:00,0.0002121530383513908,0.17844612821188935
2018-05-11 00:00:00,0.00020390873803987218,0.17853294826036456
2018-05-14 00:00:00,0.00020663153134259339,0.17822179287717
2018-05-15 00:00:00,0.00016966013796683525,0.1764348807565583
2018-05-16 00:00:00,0.00015356107487750947,0.17762348016946683
2018-05-17 00:00:00,0.00016417872685525097,0.1772955631345533
2018-05-18 00:00:00,0.000176926035469709,0.17797081747051863
2018-05-21 00:00:00,0.00017984873516931432,0.1795818812652676
2018-05-22 00:00:00,0.0001757599753449849,0.1789983976667546
2018-05-23 00:00:00,0.00018715159542580665,0.18080663092535473
2018-05-24 00:00:00,0.0002041239515546968,0.17979229724213652
2018-05-25 00:00:00,0.00023923152363475818,0.17779732920525856
2018-05-28 00:00:00,0.0002423263755864255,0.1775198664946644
2018-05-29 00:00:00,0.0002576387186903315,0.1771265113500318
2018-05-30 00:00:00,0.000280965003679921,0.17781782072836147
2018-05-31 00:00:00,0.0003009676434839689,0.17878209571573347
2018-06-01 00:00:00,0.00029306977108260507,0.17931139644561428
2018-06-04 00:00:00,0.00030945178124336566,0.17980514516270174
2018-06-05 00:00:00,0.00032195239238043253,0.18093763283718312
2018-06-06 00:00:00,0.00032895430767959703,0.18145299962643846
2018-06-07 00:00:00,0.000345617034503436,0.18075416326609922
2018-06-08 00:00:00,0.00035374912609041566,0.1823844192591977
2018-06-11 00:00:00,0.00037374032360297076,0.18088970875781013
2018-06-12 00:00:00,0.00032763524886765376,0.17758143406908128
2018-06-13 00:00:00,0.0003464583149524633,0.1754026015886473
2018-06-14 00:00:00,0.00034991665714135525,0.1757475666563932
2018-06-15 00:00:00,0.00038586806312521836,0.1706294652992326
2018-06-18 00:00:00,0.0003892537877387094,0.17033545296955147
2018-06-19 00:00:00,0.00039498380931582997,0.1674820962363804
2018-06-20 00:00:00,0.00040228420156709183,0.16805211090346237
2018-06-21 00:00:00,0.00042857960857406593,0.16238198976981363
2018-06-22 00:00:00,0.0004054104559624457,0.16030463706220988
2018-06-25 00:00:00,0.00041647490750833157,0.1600288059447903
2018-06-26 00:00:00,0.00038566112824699964,0.1580695703733516
2018-06-27 00:00:00,0.00038075218547701064,0.16019954588502508
2018-06-28 00:00:00,0.00037910708353666896,0.16077060175169905
2018-06-29 00:00:00,0.00041645966145589916,0.16645551215238863
2018-07-02 00:00:00,0.00042100996673861567,0.16585243743257916
2018-07-03 00:00:00,0.0004492389357553712,0.16856604398512884
2018-07-04 00:00:00,0.00043325290681284526,0.16996644024703297
2018-07-05 00:00:00,0.0004916397626103548,0.16495557453221515
2018-07-06 00:00:00,0.00051014131428818,0.16534952205461992
2018-07-09 00:00:00,0.0005167099332151785,0.1683183315667021
2018-07-10 00:00:00,0.0005061798907149029,0.16791457757023046
2018-07-11 00:00:00,0.0005032489559274528,0.16864422645931398
2018-07-12 00:00:00,0.000490627439935728,0.16652755634978778
2018-07-13 00:00:00,0.0004966137379693125,0.16668759855172596
2018-07-16 00:00:00,0.0004998261394719415,0.16670138427533093
2018-07-17 00:00:00,0.00048221524691570113,0.16656344333810502
2018-07-18 00:00:00,0.0004785511199685776,0.16423106688478642
2018-07-19 00:00:00,0.0005064204521331578,0.16304228717981428
2018-07-20 00:00:00,0.0004849681856337858,0.16274889822257374
2018-07-23 00:00:00,0.0004685854788019019,0.16221260883501212
2018-07-24 00:00:00,0.0005011943873535799,0.1644863375880167
2018-07-25 00:00:00,0.0004912389182036885,0.16555342866186187
2018-07-26 00:00:00,0.0005049106501561705,0.16476342174573547
2018-07-27 00:00:00,0.0005195453150825105,0.16435410780966755
2018-07-30 00:00:00,0.0005003973923263896,0.16546602258319973
2018-07-31 00:00:00,0.00047023586958990963,0.16553845091775596
2018-08-01 00:00:00,0.0005039740746821522,0.1626614081451283
2018-08-02 00:00:00,0.0005050672493623007,0.1642176642590515
2018-08-03 00:00:00,0.0005450896141489189,0.16158816315793456
2018-08-06 00:00:00,0.0005715061639189161,0.16025892151743543
2018-08-07 00:00:00,0.0005349181008194914,0.15866271590198874
2018-08-08 00:00:00,0.0004958511884778377,0.16268530743380807
2018-08-09 00:00:00,0.00046516385117008753,0.158320879661576
2018-08-10 00:00:00,0.00044754504405732467,0.15793889724840482
2018-08-13 00:00:00,0.00039989212872744537,0.15741643597221672
2018-08-14 00:00:00,0.0003869055816091092,0.15800023093691318
2018-08-15 00:00:00,0.00040132030575298905,0.15623619472324876
2018-08-16 00:00:00,0.00038677874726972814,0.1581468006321036
2018-08-17 00:00:00,0.0004094608238059245,0.1570330822875734
2018-08-20 00:00:00,0.00040117118708069075,0.15671175979374316
2018-08-21 00:00:00,0.00040866131390158116,0.15640763535072835
2018-08-22 00:00:00,0.00041598883673061053,0.15627580584401146
2018-08-23 00:00:00,0.00043467453268619834,0.15634547477394808
2018-08-24 00:00:00,0.0004540394979585401,0.15524466674033066
2018-08-27 00:00:00,0.00045205898411655797,0.1545546949268112
2018-08-28 00:00:00,0.000429617313245887,0.1631794663369715
2018-08-29 00:00:00,0.00046760587282072645,0.16496789542476759
2018-08-30 00:00:00,0.0004912833361048006,0.16250360510894926
2018-08-31 00:00:00,0.00047997915056313824,0.16247096545463388
2018-09-03 00:00:00,0.00046517292825098413,0.16192644287577795
2018-09-04 00:00:00,0.0004463143886701854,0.16127245294272885
2018-09-05 00:00:00,0.0004185824084038995,0.1633245568454167
2018-09-06 00:00:00,0.0004186838490185833,0.16480881553617202
2018-09-07 00:00:00,0.00039326388275370914,0.1643771792748069
2018-09-10 00:00:00,0.0004229616542934281,0.16192596201763518
2018-09-11 00:00:00,0.00041619318979676243,0.16122760460701968
2018-09-12 00:00:00,0.0003937228181446884,0.16217910586129566
2018-09-13 00:00:00,0.0004001952163503399,0.15822427283052756
2018-09-14 00:00:00,0.0004678635872639085,0.15871470364836418
2018-09-17 00:00:00,0.0004585455022917211,0.15901185101044726
2018-09-18 00:00:00,0.000415302656219261,0.15512016629737227
2018-09-19 00:00:00,0.000421984816063576,0.15557300638335952
2018-09-20 00:00:00,0.0004111096871933752,0.15606538421207475
2018-09-21 00:00:00,0.00043203386691527195,0.1573126914174406
2018-09-24 00:00:00,0.0004300993637620865,0.15730079448162226
2018-09-25 00:00:00,0.0004448382556885896,0.15663435619798857
2018-09-26 00:00:00,0.0004205667286397856,0.15781874186782008
2018-09-27 00:00:00,0.0003999437806625429,0.15744259577299557
2018-09-28 00:00:00,0.00040353098090334437,0.15735756744519638
2018-10-01 00:00:00,0.0004234168152120436,0.1582147485334986
2018-10-02 00:00:00,0.00041292302196235093,0.1581124258626554
2018-10-03 00:00:00,0.0004166827981198564,0.15782518488389
2018-10-04 00:00:00,0.0004230755660278924,0.15811794493359346
2018-10-05 00:00:00,0.000434856941804039,0.15758799087803788
2018-10-08 00:00:00,0.0004562853998483059,0.15811257292813696
2018-10-09 00:00:00,0.00046597817994982157,0.1585037009096025
2018-10-10 00:00:00,0.0004904054004353428,0.1602317359643026
2018-10-11 00:00:00,0.0004510388084962402,0.1764990123469414
2018-10-12 00:00:00,0.00048627338013931874,0.1750904970675222
2018-10-15 00:00:00,0.0004999921849191728,0.1740731595141007
2018-10-16 00:00:00,0.0005006032826398448,0.17118661408927816
2018-10-17 00:00:00,0.0005449806181445388,0.17319734274894633
2018-10-18 00:00:00,0.0005410819696898906,0.17228263387719414
2018-10-19 00:00:00,0.0005103080926882176,0.16783018307016367
2018-10-22 00:00:00,0.0004044784840692884,0.15566820532011758
2018-10-23 00:00:00,0.00038608872717325237,0.15744594700089107
2018-10-24 00:00:00,0.0003818388477144615,0.15700171348769115
2018-10-25 00:00:00,0.00035107296147247896,0.15689205810850582
2018-10-26 00:00:00,0.00036853148428740804,0.15717116570502432
2018-10-29 00:00:00,0.00037613645228952875,0.15699592846590504
2018-10-30 00:00:00,0.0003619545278084258,0.15641491358578663
2018-10-31 00:00:00,0.00034558202239324545,0.156681041579043
2018-11-01 00:00:00,0.0003542531975665469,0.15696492096423398
2018-11-02 00:00:00,0.00033581285151281653,0.1564170416001197
2018-11-05 00:00:00,0.0003121273301036404,0.15617638427145325
2018-11-06 00:00:00,0.00030256726779904434,0.15709534147497417
2018-11-07 00:00:00,0.0003443524059334464,0.1569436381557646
2018-11-08 00:00:00,0.00038907565774472144,0.1558379070503778
2018-11-09 00:00:00,0.00035611255115408635,0.15918998710968102
2018-11-12 00:00:00,0.00034443075342012106,0.15662584830981233
2018-11-13 00:00:00,0.0003584185634147985,0.1527525699416204
2018-11-14 00:00:00,0.0004200862420995077,0.1370771516009877
2018-11-15 00:00:00,0.0003768370002850129,0.13601656187915223
2018-11-16 00:00:00,0.00037173602845756585,0.13580480554116006
2018-11-19 00:00:00,0.000397728453529696,0.13032715292880348
2018-11-20 00:00:00,0.0003668934334438397,0.1278998646646042
2018-11-21 00:00:00,0.00032345943009395536,0.12669430452141267
2018-11-22 00:00:00,0.00030352889949405217,0.12627563550374477
2018-11-23 00:00:00,0.00030973046240512735,0.12530350906034426
2018-11-26 00:00:00,0.0003141346576918283,0.12530707105585998
2018-11-27 00:00:00,0.0003159374481711964,0.1253212498629412
2018-11-28 00:00:00,0.0003062807236952448,0.12470331304958253
2018-11-29 00:00:00,0.0003255109910027131,0.12272521403606107
2018-11-30 00:00:00,0.0003219906269503901,0.12280701271007541
2018-12-03 00:00:00,0.0002609110337252759,0.11656529832043074
2018-12-04 00:00:00,0.00021886466804918814,0.11612085817613153
2018-12-05 00:00:00,0.0002391486750007588,0.11689528407201957
2018-12-06 00:00:00,0.0002605196096221649,0.11775266213094723
2018-12-07 00:00:00,0.000286008440211736,0.11732174155044843
2018-12-10 00:00:00,0.00027819816627627813,0.11706909810851193
2018-12-11 00:00:00,0.00024685646013407363,0.11548184066149587
2018-12-12 00:00:00,0.0002603978438880367,0.11543566904338805
2018-12-13 00:00:00,0.0002412280768215961,0.11456505154798965
2018-12-14 00:00:00,0.0002205680583250071,0.1169318745941747
2018-12-17 00:00:00,0.00017522882687385496,0.11484164878170693
2018-12-18 00:00:00,0.00016554725575572857,0.11498257172275696
2018-12-19 00:00:00,0.0001822290633335559,0.11423309141106297
2018-12-20 00:00:00,0.00022452171495921446,0.11500290429483746
2018-12-21 00:00:00,0.00023812024640479355,0.1147385134172146
2018-12-24 00:00:00,0.00024115023559771978,0.11461236950799791
2018-12-25 00:00:00,0.0002687082859005586,0.1151263025110133
2018-12-26 00:00:00,0.0002553654868581152,0.1153591322990963
2018-12-27 00:00:00,0.00022966573676121626,0.11606066659529768
2018-12-28 00:00:00,0.00024177317446097939,0.11132370775897957
2018-12-31 00:00:00,0.00027312300467968243,0.11409705779887683
2019-01-02 00:00:00,0.0002037726892096821,0.11126181866316369
2019-01-03 00:00:00,0.00027975711734972374,0.10874574929366033
2019-01-04 00:00:00,0.0002911681107123776,0.10871896354136333
2019-01-07 00:00:00,0.00030773255737768715,0.1100559156369377
2019-01-08 00:00:00,0.0003145543442949234,0.11016951501448671
2019-01-09 00:00:00,0.00032702649715108723,0.10891250685686989
2019-01-10 00:00:00,0.00033872693652027357,0.10906852098112053
2019-01-11 00:00:00,0.00032791636048868896,0.10858255640046738
2019-01-14 00:00:00,0.0003200885285938542,0.108818590858175
2019-01-15 00:00:00,0.0002738128606644414,0.10624258666356005
2019-01-16 00:00:00,0.00023989212462079162,0.10525151488247213
2019-01-17 00:00:00,0.0002715936376412471,0.10445939391496664
2019-01-18 00:00:00,0.0002781964358148154,0.10491013459453678
2019-01-21 00:00:00,0.00027668832934642446,0.10506367361243854
2019-01-22 00:00:00,0.0002946927678492258,0.10446796708129011
2019-01-23 00:00:00,0.0002976857974062785,0.10238823233487811
2019-01-24 00:00:00,0.0002696853599918953,0.1008364581004286
2019-01-25 00:00:00,0.0002623828315897592,0.09985476978783053
2019-01-28 00:00:00,0.00026900841569550465,0.09853356597392013
2019-01-29 00:00:00,0.00027805670492703807,0.09832338641932158
2019-01-30 00:00:00,0.00027294614487689925,0.09751952603713371
2019-01-31 00:00:00,0.00034177398964489936,0.09629795615653924
2019-02-01 00:00:00,0.0003794719104460701,0.09686715213858747
2019-02-04 00:00:00,0.00035784811775125777,0.0965300280928435
2019-02-05 00:00:00,0.0003578491852562825,0.09653003511710767
2019-02-06 00:00:00,0.0003578502528422458,0.09653004214190437
2019-02-07 00:00:00,0.00036207090028068684,0.09653129782399338
2019-02-08 00:00:00,0.0003615914653788922,0.09658209391615342
2019-02-11 00:00:00,0.00034051624198300266,0.09423794833704739
2019-02-12 00:00:00,0.0003413737272824311,0.09393511081259713
2019-02-13 00:00:00,0.000370410158551061,0.09593568336158385
2019-02-14 00:00:00,0.00037034591823051274,0.09571795793110298
2019-02-15 00:00:00,0.00034227777537169165,0.09597075784215031
2019-02-18 00:00:00,0.0003697106369252049,0.10108676991620887
2019-02-19 00:00:00,0.0003611082843739885,0.10112083069144039
2019-02-20 00:00:00,0.0003713409703252912,0.10221322291656502
2019-02-21 00:00:00,0.0003940623010715741,0.1020431907760582
2019-02-22 00:00:00,0.00035588761345962163,0.0987578041780038
2019-02-25 00:00:00,0.000322539113974164,0.09158015618241776
2019-02-26 00:00:00,0.0002890206454599534,0.09074182167332288
2019-02-27 00:00:00,0.00029758006716037544,0.09079872510752644
2019-02-28 00:00:00,0.0002905316073094318,0.09039608483579932
2019-03-01 00:00:00,0.0002779256220930856,0.09109321587945765
2019-03-04 00:00:00,0.0002465745076202502,0.09061442849285913
2019-03-05 00:00:00,0.00021006812550830863,0.08717650360180187
2019-03-06 00:00:00,0.00020950095738653298,0.08684305552358249
2019-03-07 00:00:00,0.00019074346668571603,0.08464101429657989
2019-03-08 00:00:00,0.00013180725132104005,0.09023554872625178
2019-03-11 00:00:00,0.000127961464581855,0.0886354208042887
2019-03-12 00:00:00,0.00014166821597811138,0.09128152071893715
2019-03-13 00:00:00,0.00013056249011825796,0.0907754449412538
2019-03-14 00:00:00,0.0001557459931526965,0.08836117363873981
2019-03-15 00:00:00,0.00014602498651190043,0.08873792536512408
2019-03-18 00:00:00,0.00018983174721700505,0.09126159618544392
2019-03-19 00:00:00,0.0001690827588202822,0.09196366548685049
2019-03-20 00:00:00,0.00015516824780879255,0.09196257007183868
2019-03-21 00:00:00,0.0001296403869529936,0.09218761251729597
2019-03-22 00:00:00,0.00016344077571506764,0.09260160935565728
2019-03-25 00:00:00,7.032595920182587e-05,0.09773434474966038
2019-03-26 00:00:00,9.986141066738138e-05,0.09476153599788058
2019-03-27 00:00:00,0.00012271701047800057,0.09124083214311036
2019-03-28 00:00:00,0.00011627127679261961,0.09107889988207471
2019-03-29 00:00:00,8.18493984094115e-05,0.0945506923072518
2019-04-01 00:00:00,9.92519852226756e-05,0.09585066553963005
2019-04-02 00:00:00,0.00010017668130595932,0.09609856150368394
2019-04-03 00:00:00,0.00013914384394802222,0.09716782769808298
2019-04-04 00:00:00,0.0001701863241736073,0.09629784719465445
2019-04-05 00:00:00,0.0001860237336729309,0.09559441057825264
2019-04-08 00:00:00,0.00016699317277588409,0.09088840500486194
2019-04-09 00:00:00,0.00015251428786902747,0.09132685854553142
2019-04-10 00:00:00,9.779568610212328e-05,0.08991933254041337
2019-04-11 00:00:00,0.00013826749209574972,0.08700326508832361
2019-04-12 00:00:00,0.00010911552552048808,0.0900488762087475
2019-04-15 00:00:00,0.00010724840388375088,0.08901058788728074
2019-04-16 00:00:00,8.003913987457005e-05,0.08654782449395063
2019-04-17 00:00:00,7.511152796123869e-05,0.08644901450429056
2019-04-18 00:00:00,9.185666731579317e-05,0.08536874208181866
2019-04-19 00:00:00,0.00010109599759151369,0.085520082419888
2019-04-22 00:00:00,9.328523091328098e-05,0.08535518209245041
2019-04-23 00:00:00,0.00010970142043492922,0.08415685752514901
2019-04-24 00:00:00,0.00015389105371761908,0.08504788826883701
2019-04-25 00:00:00,0.0001571188528641785,0.08246192714385804
2019-04-26 00:00:00,0.00013539111353061975,0.08321624563514889
2019-04-29 00:00:00,0.00016413240264299216,0.08053446646037371
2019-04-30 00:00:00,0.0001778614737701888,0.08093325057550536
2019-05-01 00:00:00,0.00015575853823848482,0.07951343747601333
2019-05-02 00:00:00,0.00014988283620117837,0.07950149087007845
2019-05-03 00:00:00,0.000126270425155383,0.08009705057339352
2019-05-06 00:00:00,8.799654903861109e-05,0.0881373447844499
2019-05-07 00:00:00,0.00012143913566045441,0.0888603308026523
2019-05-08 00:00:00,0.00010783332486522269,0.0898044207793347
2019-05-09 00:00:00,8.282670217607692e-05,0.09127216680704513
2019-05-10 00:00:00,8.91835212594022e-05,0.08823531574226419
2019-05-13 00:00:00,6.021996136715673e-05,0.08961398981333234
2019-05-14 00:00:00,1.3093219414487283e-05,0.09141266578678145
2019-05-15 00:00:00,1.6501103739112742e-05,0.09170146535931702
2019-05-16 00:00:00,3.599358787779936e-05,0.09126057728472386
2019-05-17 00:00:00,9.377969573359161e-05,0.08887110432232748
2019-05-20 00:00:00,9.371496128434655e-05,0.08909316423542253
2019-05-21 00:00:00,0.00010497740449508494,0.08841595016499186
2019-05-22 00:00:00,0.000110302267200162,0.0882908072552973
2019-05-23 00:00:00,9.967507238241432e-05,0.08905115311601153
2019-05-24 00:00:00,0.00012776980476522583,0.0881301515953918
2019-05-27 00:00:00,0.00011480855207278521,0.0884598525016594
2019-05-28 00:00:00,0.00012681080444156603,0.08851402667301442
2019-05-29 00:00:00,0.00011430659040694478,0.08882976905179173
2019-05-30 00:00:00,9.979683924222619e-05,0.08918301650265004
2019-05-31 00:00:00,8.36356417290035e-05,0.08895934831885016
2019-06-03 00:00:00,8.056702700445449e-05,0.08901356320385508
2019-06-04 00:00:00,9.454264324086939e-05,0.08811112967522422
2019-06-05 00:00:00,0.0001209938210036304,0.08748826573269117
2019-06-06 00:00:00,0.0001340245148552843,0.08619104776632298
2019-06-07 00:00:00,0.00010665441863172949,0.08758030744468606
2019-06-10 00:00:00,0.00013664442537656747,0.0886283296528634
2019-06-11 00:00:00,0.0001275324328863557,0.08624306984184613
2019-06-12 00:00:00,0.00013837657727824209,0.08613911394844301
2019-06-13 00:00:00,0.00014632231002615362,0.08576040323636969
2019-06-14 00:00:00,0.00019128426691172824,0.08380466813151932
