now,currency,cash,frozen_cash,total_returns,daily_returns,daily_pnl,market_value,dividend_receivable,total_value,units,units_net_value,static_unit_net_value,transaction_cost,pnl,start_date,annualized_returns
2017-02-13,CNY,10952.95088438217,0,0.018409095088438132,0.002244956907223668,22811.634188245982,10173138.0,0,10184090.950884381,0,0,0,17078.06675626023,184090.9508843813,2017-01-01,0.16337258160939516
2017-02-14,CNY,10953.78513616771,0,0.01823507851361672,-0.00017087099443698843,-1740.1657482143492,10171397.0,0,10182350.785136167,0,0,0,17078.06675626023,182350.78513616696,2017-01-01,0.1578610438399839
2017-02-15,CNY,10954.61945149558,0,0.019629861945149596,0.0013698049310664566,13947.834315327927,10185344.0,0,10196298.619451495,0,0,0,17078.06675626023,196298.6194514949,2017-01-01,0.16678212902207767
2017-02-16,CNY,10955.453830370623,0,0.021858675383037207,0.002185904435591699,22288.134378876537,10207631.3,0,10218586.753830371,0,0,0,17078.06675626023,218586.75383037142,2017-01-01,0.18284771586573534
2017-02-17,CNY,10956.28827279768,0,0.021553168827279867,-0.00029897143618493223,-3055.0655575729907,10204575.4,0,10215531.688272798,0,0,0,17078.06675626023,215531.68827279843,2017-01-01,0.17603974623227825
2017-02-20,CNY,10957.122778781588,0,0.023356202277877935,0.0017649922741348112,18030.334505980834,10222604.899999999,0,10233562.02277878,0,0,0,17078.06675626023,233562.02277877927,2017-01-01,0.17967022463327464
2017-02-21,CNY,10957.957348327189,0,0.02388850573483281,0.0005201546204244383,5323.034569548443,10227927.1,0,10238885.057348328,0,0,0,17078.06675626023,238885.0573483277,2017-01-01,0.1802277992595549
2017-02-22,CNY,10958.791981439324,0,0.028872709198143998,0.004867916218801775,49842.03463311307,10277768.3,0,10288727.09198144,0,0,0,17078.06675626023,288727.0919814408,2017-01-01,0.21655599251558155
2017-02-23,CNY,10959.626678122837,0,0.030035502667812075,0.0011301626131907231,11627.934696679935,10289395.399999999,0,10300355.02667812,0,0,0,17078.06675626023,300355.0266781207,2017-01-01,0.22143767367439415
2017-02-24,CNY,13521.2578639613,0,0.0315973757863961,0.0015163294027621013,15618.731185840443,10302452.5,0,10315973.757863961,0,0,0,22818.565363628146,315973.75786396116,2017-01-01,0.22930257242477237
2017-02-27,CNY,13522.287735603639,0,0.02944056877356016,-0.0020907449587022615,-21568.0701283589,10280883.399999999,0,10294405.687735602,0,0,0,22818.565363628146,294405.68773560226,2017-01-01,0.20033136204319835
2017-02-28,CNY,13523.317685688058,0,0.03059109176856878,0.001117619637216378,11505.229950085282,10292387.6,0,10305910.917685688,0,0,0,22818.565363628146,305910.91768568754,2017-01-01,0.204919795561612
2017-03-01,CNY,13524.347714220532,0,0.03173193477142222,0.0011069792975753239,11408.430028533563,10303795.0,0,10317319.347714221,0,0,0,22818.565363628146,317319.3477142211,2017-01-01,0.20929376165094493
2017-03-02,CNY,13525.377821207037,0,0.04723548778212061,0.015026725923854796,155035.53010698594,10458829.5,0,10472354.877821207,0,0,0,22818.565363628146,472354.87782120705,2017-01-01,0.31806706634421245
2017-03-03,CNY,13526.408006653548,0,0.0453504208006652,-0.0018000411592695082,-18850.669814554974,10439977.799999999,0,10453504.208006652,0,0,0,22818.565363628146,453504.2080066521,2017-01-01,0.29836458211394246
2017-03-06,CNY,13527.438270566041,0,0.05496033382705656,0.009193006321297333,96099.13026391342,10536075.9,0,10549603.338270565,0,0,0,22818.565363628146,549603.3382705655,2017-01-01,0.3504540458964365
2017-03-07,CNY,13528.468612950492,0,0.04536019686129511,-0.009099998035883789,-96001.3696576152,10440073.5,0,10453601.96861295,0,0,0,22818.565363628146,453601.9686129503,2017-01-01,0.2780463262768458
2017-03-08,CNY,13529.49903381288,0,0.0391754099033812,-0.005916417112956578,-61847.869579138234,10378224.6,0,10391754.099033812,0,0,0,22818.565363628146,391754.09903381206,2017-01-01,0.23286899762469115
2017-03-09,CNY,13530.529533159179,0,0.03258639295331589,-0.006340620541317363,-65890.1695006527,10312333.4,0,10325863.92953316,0,0,0,22818.565363628146,325863.92953315936,2017-01-01,0.1878237048860958
