now,currency,cash,frozen_cash,total_returns,daily_returns,daily_pnl,market_value,dividend_receivable,total_value,units,units_net_value,static_unit_net_value,transaction_cost,pnl,start_date,annualized_returns
2018-05-31,CNY,15398.583951937011,0,0.11949323139519374,0.004851547549034093,54050.5177723337,11179533.73,0,11194932.313951937,0,0,0,168783.56052571075,1194932.3139519375,2017-01-01,0.08311866845219695
2018-06-01,CNY,15399.75681359706,0,0.11726850618135964,-0.0019872609779529177,-22247.252138340846,11157285.305,0,11172685.061813597,0,0,0,168783.56052571075,1172685.0618135966,2017-01-01,0.08143158299334141
2018-06-04,CNY,15400.929764590288,0,0.12317863897645909,0.0052898052369695974,59101.32795099355,11216385.459999999,0,11231786.38976459,0,0,0,168783.56052571075,1231786.3897645902,2017-01-01,0.08495369118861595
2018-06-05,CNY,15402.102804923501,0,0.12723612178049226,0.0036124999739408224,40574.828040333465,11256959.115,0,11272361.217804924,0,0,0,168783.56052571075,1272361.2178049237,2017-01-01,0.08752782883623467
2018-06-06,CNY,15403.275934603504,0,0.12779825709346038,0.00049868461638723,5621.353129679337,11262579.295,0,11277982.570934603,0,0,0,168783.56052571075,1277982.570934603,2017-01-01,0.0877321604271728
2018-06-07,CNY,15404.4491536371,0,0.13008689691536368,0.002029298952635062,22886.398219034076,11285464.52,0,11300868.969153637,0,0,0,168783.56052571075,1300868.969153637,2017-01-01,0.08909704599162982
2018-06-08,CNY,15405.622462031097,0,0.12624093374620293,-0.0034032455200201386,-38459.631691606715,11247003.715,0,11262409.33746203,0,0,0,168783.56052571075,1262409.3374620304,2017-01-01,0.08633696120199863
2018-06-11,CNY,15406.795859792299,0,0.1316330490859794,0.004787710318644324,53921.15339776315,11300923.695,0,11316330.490859793,0,0,0,168783.56052571075,1316330.4908597935,2017-01-01,0.0894228841630722
2018-06-12,CNY,15407.969346927515,0,0.13325487693469285,0.0014331746938845802,16218.278487134725,11317140.8,0,11332548.769346928,0,0,0,168783.56052571075,1332548.7693469282,2017-01-01,0.09032509785209686
2018-06-13,CNY,15409.142923443553,0,0.13501565329234433,0.001553733757064583,17607.76357651502,11334747.39,0,11350156.532923443,0,0,0,168783.56052571075,1350156.5329234432,2017-01-01,0.09131528372782993
2018-06-14,CNY,6505.1934491479315,0,0.13284758934491459,-0.0019101621560379213,-21680.639474296942,11321970.7,0,11328475.893449146,0,0,0,169135.80544237475,1328475.8934491463,2017-01-01,0.08969956440033044
2018-06-15,CNY,6505.688929252564,0,0.13824570389292523,0.004765084552223043,53981.14548010565,11375951.35,0,11382457.038929252,0,0,0,169135.80544237475,1382457.038929252,2017-01-01,0.09308930350261235
2018-06-18,CNY,6506.184447096356,0,0.13824575344470968,4.3533469323848036e-08,0.49551784433424473,11375951.35,0,11382457.534447096,0,0,0,169135.80544237475,1382457.5344470963,2017-01-01,0.09254287941843486
2018-06-19,CNY,6506.680002682183,0,0.12817923050026803,-0.008843892379107923,-100665.22944441624,11275285.624999998,0,11281792.30500268,0,0,0,169135.80544237475,1281792.30500268,2017-01-01,0.08576188445933197
2018-06-20,CNY,6507.1755960129185,0,0.13066286105960145,0.0022014503477715136,24836.30559333414,11300121.435,0,11306628.610596014,0,0,0,169135.80544237475,1306628.6105960142,2017-01-01,0.0872220894758291
2018-06-21,CNY,6507.671227091438,0,0.13678341712270914,0.00541324587010127,61205.56063107774,11361326.5,0,11367834.171227092,0,0,0,169135.80544237475,1367834.171227092,2017-01-01,0.09104902845527141
2018-06-22,CNY,6508.166895920615,0,0.13516467118959197,-0.0014239703964140642,-16187.459331171587,11345138.545,0,11351646.71189592,0,0,0,169135.80544237475,1351646.7118959203,2017-01-01,0.08981821836510329
2018-06-25,CNY,6508.662602503327,0,0.1359765522602503,0.0007152099525854552,8118.81070658192,11353256.86,0,11359765.522602502,0,0,0,169135.80544237475,1359765.5226025023,2017-01-01,0.08982411184650752
2018-06-26,CNY,6509.15834684245,0,0.13019004403468437,-0.005093862381272195,-57865.08225565776,11295391.282000002,0,11301900.440346844,0,0,0,169135.80544237475,1301900.4403468445,2017-01-01,0.08591014749342896
2018-06-27,CNY,6509.654128940857,0,0.12375760541289416,-0.0056914663650964965,-64324.386217903346,11231066.4,0,11237576.054128941,0,0,0,169135.80544237475,1237576.0541289411,2017-01-01,0.08158765582589411
2018-06-28,CNY,6510.149948801426,0,0.11918539229488023,-0.004068682690991881,-45722.13118013926,11185343.773,0,11191853.922948802,0,0,0,169135.80544237475,1191853.922948802,2017-01-01,0.0784775441771548
2018-06-29,CNY,6510.645806427033,0,0.13097331558064274,0.010532592157579502,117879.23285762593,11303222.510000002,0,11309733.155806428,0,0,0,169135.80544237475,1309733.1558064278,2017-01-01,0.08592134146912223
2018-07-02,CNY,1485.8450392284622,0,0.1312964395039229,0.00028570428570562513,3231.239232800901,11311478.55,0,11312964.395039229,0,0,0,169191.81937309276,1312964.3950392287,2017-01-01,0.08563797042095689
2018-07-03,CNY,1485.958211367194,0,0.14106919082113678,0.008638541566964739,97727.51317213848,11409205.95,0,11410691.908211367,0,0,0,169191.81937309276,1410691.9082113672,2017-01-01,0.0917007103669587
2018-07-04,CNY,1486.0713921258914,0,0.1365398171392127,-0.003969411950089275,-45293.736819241196,11363912.1,0,11365398.171392126,0,0,0,169191.81937309276,1365398.171392126,2017-01-01,0.08864930206868338
2018-07-05,CNY,1486.1845815052109,0,0.1403322697581506,0.003336840963903871,37924.526189379394,11401836.513,0,11403322.697581505,0,0,0,169191.81937309276,1403322.6975815054,2017-01-01,0.0908861566613346
2018-07-06,CNY,1486.297779505809,0,0.14586910977795053,0.004855462014570758,55368.40019799955,11457204.799999999,0,11458691.097779505,0,0,0,169191.81937309276,1458691.097779505,2017-01-01,0.0942132145526191
2018-07-09,CNY,1486.4109861283425,0,0.15520484699861292,0.008147298099755533,93357.3722066246,11550562.059,0,11552048.46998613,0,0,0,169191.81937309276,1552048.4699861296,2017-01-01,0.09953275825233643
2018-07-10,CNY,1486.524201373468,0,0.1572587415201374,0.0017779483239363958,20538.945215243846,11571100.891,0,11572587.415201373,0,0,0,169191.81937309276,1572587.4152013734,2017-01-01,0.10062787148750196
2018-07-11,CNY,1486.6374252418423,0,0.15256885624252425,-0.004052581423107321,-46898.85277613066,11524201.925,0,11525688.562425243,0,0,0,169191.81937309276,1525688.5624252427,2017-01-01,0.09751401335253229
2018-07-12,CNY,1486.7506577341221,0,0.15547559406577327,0.002521964572880485,29067.37823249027,11553269.19,0,11554755.940657733,0,0,0,169191.81937309276,1554755.940657733,2017-01-01,0.09914046371677232
2018-07-13,CNY,1486.8638988509645,0,0.1579971829898852,0.002182295270503361,25215.889241117984,11578484.966,0,11579971.829898851,0,0,0,169191.81937309276,1579971.829898851,2017-01-01,0.10051995640382261
2018-07-16,CNY,1486.9771485930262,0,0.15840433861485925,0.00035160329485680876,4071.556249741465,11582556.409,0,11584043.386148592,0,0,0,169191.81937309276,1584043.3861485925,2017-01-01,0.1002085736405558
2018-07-17,CNY,18860.263966009898,0,0.15439710579660093,-0.0034592695181459203,-40072.328182583675,11525110.794,0,11543971.057966009,0,0,0,169490.76897319674,1543971.0579660088,2017-01-01,0.09755345571154472
2018-07-18,CNY,18861.700492938162,0,0.15812537004929395,0.0032296202355083883,37282.6425269302,11562392.0,0,11581253.700492939,0,0,0,169490.76897319674,1581253.700492939,2017-01-01,0.09966463169876705
2018-07-19,CNY,18863.13712928216,0,0.16343709251292826,0.004586483122641842,53117.22463634424,11615507.788,0,11634370.925129283,0,0,0,169490.76897319674,1634370.9251292832,2017-01-01,0.10273480131182744
2018-07-20,CNY,18864.573875050228,0,0.1645256796875052,0.0009356648344652953,10885.871745768934,11626392.223000001,0,11645256.796875052,0,0,0,169490.76897319674,1645256.7968750522,2017-01-01,0.10320943927052317
2018-07-23,CNY,18866.010730250695,0,0.1640608091730249,-0.0003991930127336965,-4648.705144802108,11621742.081,0,11640608.09173025,0,0,0,169490.76897319674,1640608.09173025,2017-01-01,0.1023558867900487
2018-07-24,CNY,18867.4476948919,0,0.17088836026948906,0.005865287313739558,68275.51096463948,11690016.154999997,0,11708883.60269489,0,0,0,169490.76897319674,1708883.6026948895,2017-01-01,0.1063026515812131
2018-07-25,CNY,18868.884768982178,0,0.1723352891768981,0.0012357530884294574,14469.28907409124,11704484.007,0,11723352.89176898,0,0,0,169490.76897319674,1723352.8917689808,2017-01-01,0.10698048968319118
2018-07-26,CNY,18870.321952529866,0,0.1772313901952529,0.004176365808959338,48961.010183548555,11753443.58,0,11772313.90195253,0,0,0,169490.76897319674,1772313.9019525293,2017-01-01,0.1097311545096058
2018-07-27,CNY,18871.7592455433,0,0.17917954372455425,0.0016548603320696107,19481.535293012857,11772923.678,0,11791795.437245542,0,0,0,169490.76897319674,1791795.4372455422,2017-01-01,0.11069877945277495
2018-07-30,CNY,18873.19664803082,0,0.17584439466480317,-0.002828364075259206,-33351.49059751071,11739570.75,0,11758443.946648031,0,0,0,169490.76897319674,1758443.9466480315,2017-01-01,0.10810096747327269
2018-07-31,CNY,18874.634160000758,0,0.16791059341600012,-0.006747322421913378,-79338.0124880299,11660231.3,0,11679105.934160002,0,0,0,169490.76897319674,1679105.9341600016,2017-01-01,0.10316917923192825
2018-08-01,CNY,1771.0089890572601,0,0.17339136089890572,0.004692797131735104,54807.67482905649,11732142.600000001,0,11733913.608989058,0,0,0,176072.02902604648,1733913.608989058,2017-01-01,0.10624760063371141
2018-08-02,CNY,1771.143881236265,0,0.16673884528812377,-0.005669477237062433,-66525.15610782057,11665617.309,0,11667388.452881237,0,0,0,176072.02902604648,1667388.4528812375,2017-01-01,0.10209747806219682
2018-08-03,CNY,1771.2787836895825,0,0.17424494387836909,0.006433400773925264,75060.98590245284,11740678.16,0,11742449.43878369,0,0,0,176072.02902604648,1742449.4387836903,2017-01-01,0.10636867470632838
2018-08-06,CNY,1771.4136964179952,0,0.17444547136964172,0.0001707714325858496,2005.2749127279967,11742683.3,0,11744454.713696418,0,0,0,176072.02902604648,1744454.7136964183,2017-01-01,0.10591156503437804
2018-08-07,CNY,1771.5486194222856,0,0.1770878030619425,0.0022498547243911134,26423.31692300737,11769106.482000003,0,11770878.030619426,0,0,0,176072.02902604648,1770878.0306194257,2017-01-01,0.1072751088496835
2018-08-08,CNY,1771.6835527032365,0,0.17283120335527036,-0.003616212567660359,-42565.99706672318,11726540.35,0,11728312.033552703,0,0,0,176072.02902604648,1728312.0335527025,2017-01-01,0.10458267043792957
2018-08-09,CNY,1771.8184962616306,0,0.17080815004962613,-0.0017249313454967422,-20230.533056441694,11706309.682,0,11708081.50049626,0,0,0,176072.02902604648,1708081.5004962608,2017-01-01,0.1032082432268231
2018-08-10,CNY,1771.9534500982506,0,0.16978541424500992,-0.0008735297961265056,-10227.35804616101,11696082.189000001,0,11697854.1424501,0,0,0,176072.02902604648,1697854.1424500998,2017-01-01,0.10242443536457735
2018-08-13,CNY,1772.0884142138796,0,0.16313291244142158,-0.005686942000283086,-66525.01803588495,11629557.036,0,11631329.124414215,0,0,0,176072.02902604648,1631329.1244142149,2017-01-01,0.09799712983690978
2018-08-14,CNY,1772.2233886093002,0,0.16293281233886114,-0.00017203545735834896,-2001.0010256040841,11627555.900000002,0,11629328.12338861,0,0,0,176072.02902604648,1629328.1233886108,2017-01-01,0.09770681008721449
2018-08-15,CNY,1772.3583732852956,0,0.16339664683732846,0.00039884892192063135,4638.344984674826,11632194.11,0,11633966.468373286,0,0,0,176072.02902604648,1633966.4683732856,2017-01-01,0.09780384191609914
2018-08-16,CNY,102669.53632474347,0,0.15493288163247443,-0.007275046930780406,-84637.65204854123,11446659.280000001,0,11549328.816324744,0,0,0,182339.2704943547,1549328.8163247444,2017-01-01,0.09270913540484149
2018-08-17,CNY,102677.35634008943,0,0.155555395834009,0.0005390046568373983,6225.142015345395,11452876.602,0,11555553.95834009,0,0,0,182339.2704943547,1555553.9583400898,2017-01-01,0.09290787135072232
2018-08-20,CNY,102685.17695106135,0,0.15519880149510623,-0.00030859129747342245,-3565.943389028311,11449302.838,0,11551988.014951061,0,0,0,182339.2704943547,1551988.0149510615,2017-01-01,0.0922139415551495
2018-08-21,CNY,102692.99815770458,0,0.15481418031577032,-0.0003329480422226529,-3846.2117933575064,11445448.805,0,11548141.803157704,0,0,0,182339.2704943547,1548141.803157704,2017-01-01,0.09183090639205171
2018-08-22,CNY,102700.8199600645,0,0.15427845109600646,-0.00046390945737904206,-5357.292197639123,11440083.691,0,11542784.510960065,0,0,0,182339.2704943547,1542784.5109600648,2017-01-01,0.09136215360416622
2018-08-23,CNY,102708.64235818648,0,0.15812503423581847,0.0033324568574936322,38465.83139812015,11478541.7,0,11581250.342358185,0,0,0,182339.2704943547,1581250.342358185,2017-01-01,0.09341383595955621
2018-08-24,CNY,102716.46535211589,0,0.15849017743521165,0.0003152882362430673,3651.431993931532,11482185.309,0,11584901.774352117,0,0,0,182339.2704943547,1584901.7743521165,2017-01-01,0.09346069785507449
2018-08-27,CNY,102724.28894189812,0,0.16150595359418962,0.002603195277541921,30157.76158978045,11512335.247,0,11615059.535941897,0,0,0,182339.2704943547,1615059.535941897,2017-01-01,0.09469405047378765
2018-08-28,CNY,102732.11312757856,0,0.16710194761275776,0.004817878032610794,55959.940185680985,11568287.363,0,11671019.476127578,0,0,0,182339.2704943547,1671019.476127578,2017-01-01,0.09770874363586834
2018-08-29,CNY,102739.93790920258,0,0.16794878359092036,0.0007255886941964503,8468.35978162475,11576747.898,0,11679487.835909203,0,0,0,182339.2704943547,1679487.8359092027,2017-01-01,0.0980194768419389
2018-08-30,CNY,102747.76328681558,0,0.17283439632868158,0.004183071044211525,48856.127377612516,11625596.2,0,11728343.963286815,0,0,0,182339.2704943547,1728343.9632868152,2017-01-01,0.1006095264003648
2018-08-31,CNY,8733.312343912135,0,0.1719441212343913,-0.0007590799665128242,-8902.75094290264,11710707.9,0,11719441.212343913,0,0,0,182513.9865755027,1719441.2123439126,2017-01-01,0.09993446333545974
2018-09-03,CNY,8733.977532818166,0,0.17006186955328184,-0.001606093368280196,-18822.516811095178,11691884.717999998,0,11700618.695532817,0,0,0,182513.9865755027,1700618.6955328174,2017-01-01,0.09836498726480714
2018-09-04,CNY,8734.642772389541,0,0.17059101157723888,0.00045223422600650125,5291.420239571482,11697175.473,0,11705910.115772389,0,0,0,182513.9865755027,1705910.1157723889,2017-01-01,0.0984927881748614
2018-09-05,CNY,8735.30806263012,0,0.16749518370626282,-0.002644670803344642,-30958.278709759936,11666216.529,0,11674951.837062629,0,0,0,182513.9865755027,1674951.837062629,2017-01-01,0.09659398022049781
2018-09-06,CNY,8735.973403543761,0,0.16386371594035443,-0.003110477727522827,-36314.67765908502,11629901.186,0,11638637.159403544,0,0,0,182513.9865755027,1638637.159403544,2017-01-01,0.09440066197320784
2018-09-07,CNY,8736.638795134326,0,0.16221610887951332,-0.0014156357297468451,-16476.070608410984,11613424.45,0,11622161.088795133,0,0,0,182513.9865755027,1622161.088795133,2017-01-01,0.0933205325372779
2018-09-10,CNY,8737.304237405673,0,0.16413750042374042,0.0016532136575524838,19213.915442271158,11632637.7,0,11641375.004237404,0,0,0,182513.9865755027,1641375.004237404,2017-01-01,0.09391382243162383
2018-09-11,CNY,8737.969730361663,0,0.1663517829730361,0.001902079907648171,22142.825492957607,11654779.86,0,11663517.829730362,0,0,0,182513.9865755027,1663517.8297303617,2017-01-01,0.09498146186747491
2018-09-12,CNY,8738.635274006156,0,0.17036073352740044,0.00343717102583367,40089.50554364361,11694868.7,0,11703607.335274005,0,0,0,182513.9865755027,1703607.3352740053,2017-01-01,0.09703502510901973
2018-09-13,CNY,8739.300868343013,0,0.1682829371868344,-0.001775346934533397,-20777.963405661285,11674090.071,0,11682829.371868344,0,0,0,182513.9865755027,1682829.371868344,2017-01-01,0.09572645047680228
2018-09-14,CNY,8739.966513376095,0,0.17262652065133754,0.003717920827434345,43435.83464503102,11717525.239999998,0,11726265.206513375,0,0,0,182513.9865755027,1726265.206513375,2017-01-01,0.09795382358007987
2018-09-17,CNY,9520.107288354327,0,0.1702708947288354,-0.002008845852465951,-23556.259225020185,11693188.84,0,11702708.947288355,0,0,0,182568.77086189872,1702708.9472883549,2017-01-01,0.09617340196618995
2018-09-18,CNY,9520.832404954199,0,0.1659545082404954,-0.003688365239007507,-43163.8648834005,11650024.25,0,11659545.082404954,0,0,0,182568.77086189872,1659545.0824049544,2017-01-01,0.09365375933087305
2018-09-19,CNY,9521.557576783918,0,0.16945715575767828,0.0030041030695688096,35026.47517182864,11685050.0,0,11694571.557576783,0,0,0,182568.77086189872,1694571.557576783,2017-01-01,0.09540872677521706
2018-09-20,CNY,9522.282803847693,0,0.17000550148038474,0.00046888910808465023,5483.457227064297,11690532.731999999,0,11700055.014803847,0,0,0,182568.77086189872,1700055.0148038473,2017-01-01,0.09554823779659971
2018-09-21,CNY,9523.00808614973,0,0.17509258310861497,0.004347912571174777,50870.81628230214,11741402.822999999,0,11750925.83108615,0,0,0,182568.77086189872,1750925.8310861494,2017-01-01,0.09815049530959552
2018-09-24,CNY,9523.733423694237,0,0.1750926556423693,6.172599120124653e-08,0.7253375444561243,11741402.822999999,0,11750926.556423694,0,0,0,182568.77086189872,1750926.556423694,2017-01-01,0.09766258763018132
2018-09-25,CNY,9524.458816485421,0,0.17420552388164845,-0.000754946221867036,-8871.317607209086,11732530.78,0,11742055.238816485,0,0,0,182568.77086189872,1742055.2388164848,2017-01-01,0.09702317750178024
2018-09-26,CNY,9525.18426452749,0,0.17775601082645287,0.0030237355152846345,35504.869448043406,11768034.924,0,11777560.108264528,0,0,0,182568.77086189872,1777560.1082645282,2017-01-01,0.09877115049232055
2018-09-27,CNY,9525.909767824653,0,0.1745159749767824,-0.002751024677341047,-32400.358496703207,11735633.84,0,11745159.749767825,0,0,0,182568.77086189872,1745159.749767825,2017-01-01,0.09686993299206659
2018-09-28,CNY,9526.635326381116,0,0.17689235553263827,0.0020232850012130697,23763.80555855669,11759396.92,0,11768923.555326382,0,0,0,182568.77086189872,1768923.5553263817,2017-01-01,0.09798339359574948
2018-10-01,CNY,9527.360940201092,0,0.17689242809402006,6.165507117316948e-08,0.7256138194352388,11759396.92,0,11768924.280940201,0,0,0,182568.77086189872,1768924.2809402011,2017-01-01,0.09750168707994655
2018-10-02,CNY,9528.086609288786,0,0.176892500660929,6.165976350254283e-08,0.7256690878421068,11759396.92,0,11768925.006609289,0,0,0,182568.77086189872,1768925.006609289,2017-01-01,0.09734219412438505
2018-10-03,CNY,9528.812333648411,0,0.17689257323336482,6.166445614758416e-08,0.7257243599742651,11759396.92,0,11768925.732333649,0,0,0,182568.77086189872,1768925.732333649,2017-01-01,0.09718322187941975
2018-10-04,CNY,9529.538113284176,0,0.17689264581132846,6.16691491082933e-08,0.7257796358317137,11759396.92,0,11768926.458113285,0,0,0,182568.77086189872,1768926.4581132848,2017-01-01,0.09702476780086666
2018-10-05,CNY,9530.26394820029,0,0.17689271839482013,6.167384238467011e-08,0.7258349154144526,11759396.92,0,11768927.1839482,0,0,0,182568.77086189872,1768927.1839482002,2017-01-01,0.0968668293610786
2018-10-08,CNY,9530.989838400965,0,0.17167257898384025,-0.004435526985076157,-52201.394109798595,11707194.8,0,11716725.789838402,0,0,0,182568.77086189872,1716725.7898384016,2017-01-01,0.09364558852494964
2018-10-09,CNY,9531.715783890411,0,0.17196779677838903,0.0002519627068553066,2952.177945489064,11710146.252,0,11719677.96778389,0,0,0,182568.77086189872,1719677.9677838907,2017-01-01,0.09364970975387177
2018-10-10,CNY,3954.959194238272,0,0.17233564351942365,0.0003138710313080442,3678.467410346493,11719401.476,0,11723356.435194237,0,0,0,182638.32866539873,1723356.4351942372,2017-01-01,0.09369194517886137
2018-10-11,CNY,3955.2604310286456,0,0.14761891604310295,-0.021083319962975494,-247167.27476320788,11472233.9,0,11476189.16043103,0,0,0,182638.32866539873,1476189.1604310293,2017-01-01,0.08051411990368562
2018-10-12,CNY,3955.561690763277,0,0.1575409941690764,0.008645795208904312,99220.78125973418,11571454.38,0,11575409.941690763,0,0,0,182638.32866539873,1575409.9416907635,2017-01-01,0.0856207142892611
2018-10-15,CNY,3955.862973443914,0,0.15740225629734428,-0.00011985568755739395,-1387.3787173200399,11570066.7,0,11574022.562973443,0,0,0,182638.32866539873,1574022.5629734434,2017-01-01,0.0851383508913679
2018-10-16,CNY,3956.1642790723045,0,0.15852825642790735,0.0009728684426149642,11260.00130563043,11581326.400000002,0,11585282.564279074,0,0,0,182638.32866539873,1585282.5642790738,2017-01-01,0.08559177603233104
2018-10-17,CNY,3956.4656076501956,0,0.17020597696076512,0.010079789135971157,116777.20532857627,11698103.304,0,11702059.76960765,0,0,0,182638.32866539873,1702059.76960765,2017-01-01,0.09153911621081967
2018-10-18,CNY,3956.766959179336,0,0.16739156269591815,-0.0024050588701969417,-28144.142648469657,11669958.860000001,0,11673915.62695918,0,0,0,182638.32866539873,1673915.6269591805,2017-01-01,0.08993212282233776
2018-10-19,CNY,3957.0683336614734,0,0.16525644283336627,-0.0018289663303896575,-21351.19862551801,11648607.360000001,0,11652564.428333662,0,0,0,182638.32866539873,1652564.4283336625,2017-01-01,0.08868149369013656
2018-10-22,CNY,3957.3697310983566,0,0.1626294649731097,-0.002254420369364251,-26269.778602564707,11622337.28,0,11626294.649731098,0,0,0,182638.32866539873,1626294.6497310977,2017-01-01,0.08690362183938749
2018-10-23,CNY,3957.671151491734,0,0.157344891915149,-0.004545363090451991,-52845.73057960719,11569491.248,0,11573448.91915149,0,0,0,182638.32866539873,1573448.9191514906,2017-01-01,0.08403612338882116
2018-10-24,CNY,3957.972594843353,0,0.15912308325948432,0.001536440309848165,17781.913443353027,11587272.86,0,11591230.832594844,0,0,0,182638.32866539873,1591230.8325948436,2017-01-01,0.08482189063492895
2018-10-25,CNY,73.2318400632724,0,0.14790238198400618,-0.00968033631417745,-112207.01275478117,11478950.588,0,11479023.819840062,0,0,0,183319.37499759268,1479023.8198400624,2017-01-01,0.07889542234210367
2018-10-26,CNY,73.23741790197323,0,0.14972232374179018,0.0015854499357676184,18199.417577840388,11497150.0,0,11497223.237417903,0,0,0,183319.37499759268,1497223.2374179028,2017-01-01,0.07971187846855043
2018-10-29,CNY,73.24299616552047,0,0.14768686829961664,-0.001770388727905334,-20354.554421735927,11476795.440000001,0,11476868.682996167,0,0,0,183319.37499759268,1476868.6829961669,2017-01-01,0.07829340716466215
2018-10-30,CNY,73.24857485394648,0,0.14407268325748546,-0.0031491037685965834,-36141.850421311334,11440653.584,0,11440726.832574856,0,0,0,183319.37499759268,1440726.8325748555,2017-01-01,0.07631520587683882
2018-10-31,CNY,73.25415396728363,0,0.14909585181539664,0.004390602652629425,50231.6855791118,11490885.264,0,11490958.518153967,0,0,0,183319.37499759268,1490958.5181539673,2017-01-01,0.07877232471468987
2018-11-01,CNY,73.25973350556427,0,0.1535215239733505,0.0038514386340895556,44256.72157953866,11535141.98,0,11535215.239733506,0,0,0,183319.37499759268,1535215.239733506,2017-01-01,0.08091146057835896
2018-11-02,CNY,73.26531346882078,0,0.1588928825313467,0.004656487500549011,53713.58557996154,11588855.559999999,0,11588928.825313468,0,0,0,183319.37499759268,1588928.8253134675,2017-01-01,0.08352082343378742
2018-11-05,CNY,73.27089385708553,0,0.15287659308938562,-0.005191411158570401,-60162.8944196105,11528692.66,0,11528765.930893857,0,0,0,183319.37499759268,1528765.930893857,2017-01-01,0.08008530235360634
2018-11-06,CNY,73.27647467039087,0,0.15539071244746694,0.002180735885481073,25141.193580811843,11553833.848,0,11553907.124474669,0,0,0,183319.37499759268,1553907.1244746689,2017-01-01,0.08123490355987029
2018-11-07,CNY,73.2820559087692,0,0.1600233194055909,0.004009558765026577,46326.069581240416,11600159.912,0,11600233.19405591,0,0,0,183319.37499759268,1600233.1940559093,2017-01-01,0.08344835382785498
2018-11-08,CNY,73.28763757225288,0,0.17006922516375722,0.008660089491402595,100459.05758166313,11700618.964,0,11700692.251637572,0,0,0,183319.37499759268,1700692.2516375724,2017-01-01,0.08836809564464287
2018-11-09,CNY,12052.074727479467,0,0.16662891027274784,-0.0029402661116293485,-34403.14891009405,11654237.027999999,0,11666289.102727478,0,0,0,190017.6058063603,1666289.1027274784,2017-01-01,0.08650845252845962
2018-11-12,CNY,12052.992696067748,0,0.1660496284696067,-0.0004965433292800285,-5792.818031411618,11648443.292,0,11660496.284696067,0,0,0,190017.6058063603,1660496.2846960668,2017-01-01,0.08582231625213232
2018-11-13,CNY,12053.910734574807,0,0.15877269107345748,-0.006240675541142995,-72769.37396149151,11575673.0,0,11587726.910734575,0,0,0,190017.6058063603,1587726.9107345752,2017-01-01,0.08205980242683197
2018-11-14,CNY,12054.82884300597,0,0.15959915288430082,0.0007132216846408943,8264.61810843274,11583936.700000001,0,11595991.528843008,0,0,0,190017.6058063603,1595991.528843008,2017-01-01,0.0823471752629692
2018-11-15,CNY,12055.74702136656,0,0.1604301235021366,0.0007166016082099472,8309.706178357825,11592245.488,0,11604301.235021366,0,0,0,190017.6058063603,1604301.2350213658,2017-01-01,0.0826357350739717
2018-11-16,CNY,12056.665269661906,0,0.161354386526966,0.0007964831368218205,9242.630248295143,11601487.2,0,11613543.865269661,0,0,0,190017.6058063603,1613543.865269661,2017-01-01,0.08296958932111598
2018-11-19,CNY,12057.583587897334,0,0.16148716955878983,0.0001143346366656955,1327.8303182367235,11602814.112,0,11614871.695587898,0,0,0,190017.6058063603,1614871.6955878977,2017-01-01,0.08265892408041453
2018-11-20,CNY,12058.50197607817,0,0.1566378341976078,-0.00417510885034059,-48493.353611819446,11554319.84,0,11566378.341976078,0,0,0,190017.6058063603,1566378.3419760782,2017-01-01,0.08013745488286039
2018-11-21,CNY,12059.420434209744,0,0.15274804604342096,-0.0033630130704528807,-38897.88154186867,11515421.04,0,11527480.46043421,0,0,0,190017.6058063603,1527480.4604342096,2017-01-01,0.07809392822024819
2018-11-22,CNY,12060.338962297381,0,0.15362807349622987,0.0007634169980417757,8800.27452808991,11524220.396000002,0,11536280.7349623,0,0,0,190017.6058063603,1536280.7349622995,2017-01-01,0.07841123453969057
2018-11-23,CNY,12061.25756034641,0,0.14968914055603477,-0.0034143872108257953,-39389.32940195128,11484830.148000002,0,11496891.405560348,0,0,0,190017.6058063603,1496891.4055603482,2017-01-01,0.07635008661431297
2018-11-26,CNY,73404.81691770448,0,0.15046040969177055,0.0006708501529054425,7712.6913573574275,11431199.280000001,0,11504604.096917706,0,0,0,196245.23703698785,1504604.0969177056,2017-01-01,0.0763873350208204
2018-11-27,CNY,73410.40793150771,0,0.15153759959315094,0.0009363120123959991,10771.899013804272,11441965.588000001,0,11515375.99593151,0,0,0,196245.23703698785,1515375.9959315099,2017-01-01,0.07680186046648219
2018-11-28,CNY,73415.99937116087,0,0.15126443193711614,-0.00023721991894255356,-2731.6765603479,11439228.32,0,11512644.319371162,0,0,0,196245.23703698785,1512644.319371162,2017-01-01,0.07655379057603384
2018-11-29,CNY,73421.59123669639,0,0.15358815152366945,0.0020184064773401803,23237.195865532383,11462459.923999999,0,11535881.515236694,0,0,0,196245.23703698785,1535881.5152366944,2017-01-01,0.07757562996655554
2018-11-30,CNY,73427.18352814669,0,0.15750198435281448,0.0033927470770012077,39138.32829145156,11501592.66,0,11575019.843528146,0,0,0,196245.23703698785,1575019.843528146,2017-01-01,0.07936774861436868
2018-12-03,CNY,73432.77624554423,0,0.15784127402455428,0.00029312232404461416,3392.896717397496,11504979.964,0,11578412.740245543,0,0,0,196245.23703698785,1578412.7402455434,2017-01-01,0.0791799482244071
2018-12-04,CNY,73438.36938892145,0,0.15344638493889207,-0.0037957612880614726,-43948.89085662179,11461025.48,0,11534463.849388922,0,0,0,196245.23703698785,1534463.8493889216,2017-01-01,0.07693444573924646
