date,ndx,vix,ma_ratio,cnn,composite,zone,p_vix,p_ma,p_cnn,sc_vix,sc_ma,sc_cnn
2006-01-03,1679.9300,11.1400,1.0740,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-01-04,1695.8300,11.3700,1.0835,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-01-05,1705.2900,11.3100,1.0887,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-01-06,1734.9900,11.0000,1.1067,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-01-09,1741.9000,11.1300,1.1101,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-01-10,1744.0200,10.8600,1.1105,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-01-11,1758.2400,10.9400,1.1185,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-01-12,1747.3500,11.2000,1.1107,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-01-13,1746.7800,11.2300,1.1094,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-01-17,1736.3900,11.9100,1.1019,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-01-18,1716.6200,12.2500,1.0885,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-01-19,1729.9200,11.9800,1.0961,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-01-20,1676.3800,14.5600,1.0615,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-01-23,1676.3000,13.9300,1.0609,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-01-24,1686.2200,13.3100,1.0665,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-01-25,1677.0000,12.8700,1.0600,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-01-26,1690.4900,12.4200,1.0678,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-01-27,1711.1100,11.9700,1.0800,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-01-30,1713.4500,12.3900,1.0805,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-01-31,1710.7500,12.9500,1.0778,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-02-01,1713.0200,12.3600,1.0782,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-02-02,1685.7700,13.2300,1.0602,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-02-03,1664.5300,12.9600,1.0460,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-02-06,1657.5400,13.0400,1.0409,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-02-07,1651.8400,13.5900,1.0366,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-02-08,1670.4700,12.8300,1.0475,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-02-09,1654.0800,13.1200,1.0364,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-02-10,1663.7500,12.8700,1.0417,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-02-13,1645.8300,13.3500,1.0297,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-02-14,1661.9500,12.2500,1.0390,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-02-15,1673.1500,12.3100,1.0452,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-02-16,1688.6100,11.4800,1.0540,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-02-17,1675.2100,12.0100,1.0449,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-02-21,1655.6800,12.4100,1.0321,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-02-22,1677.5200,11.8800,1.0450,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-02-23,1672.2900,11.8700,1.0410,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-02-24,1676.5000,11.4600,1.0429,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-02-27,1695.6600,11.5900,1.0541,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-02-28,1670.5700,12.3400,1.0378,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-03-01,1694.5800,11.5400,1.0520,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-03-02,1693.7800,11.7200,1.0508,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-03-03,1684.3200,11.9600,1.0443,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-03-06,1669.9400,12.7400,1.0348,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-03-07,1661.0200,12.6600,1.0289,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-03-08,1661.8600,12.3200,1.0290,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-03-09,1645.0900,12.6800,1.0182,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-03-10,1648.2300,11.8500,1.0198,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-03-13,1653.7900,11.3700,1.0229,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-03-14,1681.1500,10.7400,1.0394,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-03-15,1694.4600,11.3500,1.0472,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-03-16,1679.0500,11.9800,1.0372,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-03-17,1685.6600,12.1200,1.0409,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-03-20,1688.9800,11.7900,1.0425,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-03-21,1672.4700,11.6200,1.0319,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-03-22,1676.3200,11.2100,1.0339,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-03-23,1670.7300,11.1700,1.0300,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-03-24,1679.8100,11.1900,1.0351,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-03-27,1680.6300,11.4600,1.0352,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-03-28,1673.0300,11.5800,1.0300,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-03-29,1703.8400,10.9500,1.0484,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-03-30,1708.6800,11.5700,1.0508,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-03-31,1703.6600,11.3900,1.0472,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-04-03,1706.7700,11.5700,1.0485,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-04-04,1716.5500,11.1400,1.0539,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-04-05,1732.7400,11.1300,1.0633,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-04-06,1739.2000,11.4500,1.0666,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-04-07,1723.0300,12.2600,1.0560,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-04-10,1718.8600,12.1900,1.0528,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-04-11,1704.4000,13.0000,1.0433,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-04-12,1704.7500,12.7600,1.0428,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-04-13,1712.0700,12.3800,1.0467,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-04-17,1694.3200,12.5800,1.0352,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-04-18,1726.6400,11.4000,1.0542,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-04-19,1734.0400,11.3200,1.0579,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-04-20,1728.9000,11.6400,1.0541,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-04-21,1709.0200,11.5900,1.0413,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-04-24,1706.4400,11.7500,1.0391,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-04-25,1701.4700,11.7500,1.0355,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-04-26,1702.2000,11.7600,1.0355,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-04-27,1717.1400,11.8400,1.0441,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-04-28,1700.7100,11.5900,1.0336,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-05-01,1686.6100,12.5400,1.0247,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-05-02,1689.9300,11.9900,1.0264,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-05-03,1686.3000,11.9900,1.0238,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-05-04,1701.0300,11.8600,1.0324,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-05-05,1713.8400,11.6200,1.0398,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-05-08,1715.2300,12.0000,1.0403,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-05-09,1711.1700,11.9900,1.0375,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-05-10,1694.8200,11.7800,1.0273,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-05-11,1657.4800,12.4900,1.0045,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-05-12,1635.8100,14.1900,0.9913,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-05-15,1634.7800,13.5700,0.9906,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-05-16,1623.6900,13.3500,0.9838,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-05-17,1598.9100,16.2600,0.9688,62.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-05-18,1587.1100,16.9900,0.9618,62.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-05-19,1600.8600,17.1800,0.9702,62.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-05-22,1584.5700,17.7200,0.9604,62.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-05-23,1569.0100,18.2600,0.9511,55.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-05-24,1580.1800,17.3600,0.9579,62.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-05-25,1599.6800,15.5000,0.9697,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-05-26,1606.3700,14.2600,0.9737,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-05-30,1571.2900,18.6600,0.9525,55.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-05-31,1579.5800,16.4400,0.9576,62.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-06-01,1616.5700,14.5200,0.9799,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-06-02,1612.9000,14.3200,0.9776,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-06-05,1577.5000,16.6500,0.9562,62.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-06-06,1575.3900,17.3400,0.9549,62.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-06-07,1565.2200,17.8000,0.9487,62.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-06-08,1561.5500,18.3500,0.9466,55.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-06-09,1550.9700,18.1200,0.9402,55.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-06-12,1520.3100,20.9600,0.9217,48.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-06-13,1516.8500,23.8100,0.9198,42.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-06-14,1530.2600,21.4600,0.9280,48.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-06-15,1573.0800,15.9000,0.9539,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-06-16,1562.8400,17.2500,0.9477,62.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-06-19,1548.9400,17.8300,0.9394,62.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-06-20,1548.3200,16.6900,0.9391,62.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-06-21,1573.5600,15.5200,0.9544,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-06-22,1554.4900,15.8800,0.9430,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-06-23,1551.0500,15.8900,0.9410,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-06-26,1556.1700,15.6200,0.9443,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-06-27,1527.0000,16.4000,0.9268,62.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-06-28,1538.2500,15.7900,0.9338,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-06-29,1585.5600,13.0300,0.9626,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-06-30,1575.2300,13.0800,0.9564,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-07-03,1586.2500,13.0500,0.9631,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-07-05,1553.9500,14.1500,0.9436,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-07-06,1551.5500,13.6500,0.9422,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-07-07,1533.7100,13.9700,0.9315,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-07-10,1520.9000,14.0200,0.9239,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-07-11,1533.0600,13.1400,0.9313,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-07-12,1501.4600,14.4900,0.9123,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-07-13,1478.1600,17.7900,0.8984,62.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-07-14,1462.1700,18.0500,0.8890,55.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-07-17,1468.5000,18.6400,0.8931,55.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-07-18,1472.3400,17.7400,0.8958,62.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-07-19,1490.6000,15.5500,0.9072,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-07-20,1466.8900,16.2100,0.8932,62.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-07-21,1451.8800,17.4000,0.8844,62.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-07-24,1482.3400,14.9800,0.9032,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-07-25,1489.5200,14.8500,0.9078,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-07-26,1487.8800,14.6200,0.9069,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-07-27,1478.5300,14.9400,0.9014,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-07-28,1510.3000,14.3300,0.9209,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-07-31,1509.4300,14.9500,0.9204,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-08-01,1484.9400,15.0500,0.9056,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-08-02,1500.4800,14.3400,0.9152,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-08-03,1510.6000,14.4600,0.9215,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-08-04,1503.8400,14.3400,0.9174,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-08-07,1494.1300,15.2300,0.9117,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-08-08,1484.8000,15.2300,0.9062,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-08-09,1485.6400,15.2000,0.9070,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-08-10,1496.2800,14.4600,0.9137,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-08-11,1486.7400,14.3000,0.9082,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-08-14,1494.3300,14.2600,0.9130,70.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-08-15,1534.4300,13.4200,0.9376,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-08-16,1570.0600,12.4100,0.9593,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-08-17,1573.5900,12.2400,0.9615,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-08-18,1576.4600,11.6400,0.9632,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-08-21,1561.1200,12.2200,0.9539,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-08-22,1563.4300,12.1900,0.9555,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-08-23,1550.4100,12.4000,0.9478,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-08-24,1555.1900,12.4000,0.9509,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-08-25,1557.7000,12.3100,0.9527,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-08-28,1570.2900,12.1800,0.9605,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-08-29,1573.6500,12.2800,0.9628,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-08-30,1581.9500,12.2200,0.9681,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-08-31,1579.7300,12.3100,0.9670,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-09-01,1589.4700,11.9600,0.9731,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-09-05,1603.6900,12.6300,0.9819,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-09-06,1572.2000,13.7400,0.9630,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-09-07,1564.8400,13.8800,0.9588,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-09-08,1574.7100,13.1600,0.9652,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-09-11,1583.7800,12.9900,0.9711,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-09-12,1615.7500,11.9200,0.9909,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-09-13,1623.9900,11.1800,0.9962,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-09-14,1625.9800,11.5500,0.9976,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-09-15,1632.4400,11.7600,1.0017,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-09-18,1632.1700,11.7800,1.0017,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-09-19,1621.0700,11.9800,0.9951,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-09-20,1645.3500,11.3900,1.0102,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-09-21,1634.8700,12.2500,1.0040,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-09-22,1622.3700,12.5900,0.9965,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-09-25,1650.3700,12.1200,1.0139,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-09-26,1659.2000,11.5300,1.0194,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-09-27,1655.6700,11.5800,1.0173,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-09-28,1661.5900,11.7200,1.0211,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-09-29,1654.1300,11.9800,1.0166,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-10-02,1632.8100,12.5700,1.0038,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-10-03,1640.2900,12.2400,1.0085,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-10-04,1681.1400,11.8600,1.0337,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-10-05,1689.4300,11.9800,1.0387,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-10-06,1684.8800,11.5600,1.0358,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-10-09,1691.0800,11.6800,1.0396,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-10-10,1693.2900,11.5200,1.0409,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-10-11,1691.2800,11.6200,1.0396,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-10-12,1718.5400,11.0900,1.0562,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-10-13,1727.2100,10.7500,1.0614,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-10-16,1727.6100,11.0900,1.0614,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-10-17,1709.6100,11.7300,1.0501,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-10-18,1700.7500,11.3400,1.0446,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-10-19,1706.3700,10.9000,1.0480,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-10-20,1709.5800,10.6300,1.0500,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-10-23,1725.9300,11.0800,1.0601,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-10-24,1713.8800,10.7800,1.0527,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-10-25,1726.7600,10.6600,1.0607,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-10-26,1744.0700,10.5600,1.0714,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-10-27,1717.6100,10.8000,1.0552,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-10-30,1727.8000,11.2000,1.0616,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-10-31,1732.5400,11.1000,1.0645,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-11-01,1707.6500,11.5100,1.0492,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-11-02,1710.1700,11.4200,1.0508,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-11-03,1703.9800,11.1600,1.0469,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-11-06,1732.2600,11.1600,1.0641,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-11-07,1741.5300,11.0900,1.0696,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-11-08,1749.7500,10.7500,1.0745,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-11-09,1740.1400,11.0100,1.0684,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-11-10,1751.1100,10.7900,1.0750,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-11-13,1768.0000,10.8600,1.0852,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-11-14,1787.2300,10.5000,1.0967,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-11-15,1793.8200,10.3100,1.1005,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-11-16,1801.9700,10.1600,1.1051,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-11-17,1800.6700,10.0500,1.1038,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-11-20,1803.8100,9.9700,1.1053,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-11-21,1808.8800,9.9000,1.1078,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-11-22,1819.7600,10.1400,1.1140,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-11-24,1815.5300,10.7300,1.1109,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-11-27,1775.1700,12.3000,1.0858,78.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-11-28,1780.3400,11.6200,1.0885,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-11-29,1792.7700,10.8300,1.0957,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-11-30,1791.2500,10.9100,1.0943,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
2006-12-01,1775.1200,11.6600,1.0842,88.0000,0.0000,⚪中性,50.0000,50.0000,50.0000,0,0,0
