区间,天数,策略收益,基准收益,超额
2019-02-25 ~ 2019-08-05,161,0.0599935305798418,-0.005300064890209066,0.06564149967783406
2020-01-03 ~ 2020-02-03,31,-0.023366676128178776,-0.08483565467915488,0.06716714748040786
2020-04-15 ~ 2020-11-30,229,0.12548549713580592,0.19520325833539665,-0.05833130115181351
2021-08-23 ~ 2022-01-25,155,-0.003740569347211453,-0.025442122999643546,0.02226810142793001
2022-10-06 ~ 2022-11-16,41,0.043280768283403326,0.08572888629100972,-0.039096425031680426
2023-03-13 ~ 2023-04-21,39,0.0031320338379507984,0.007355477122919174,-0.004192604677179967
2024-10-18 ~ 2025-03-18,151,0.09078182338786278,0.13181607642752513,-0.03625523076963466
2025-08-12 ~ 2026-03-23,223,0.07521082707500049,0.16411598683304685,-0.07637139319760655
2026-03-27 ~ 2026-07-03,98,0.09976868728132549,0.14434849969838282,-0.0389565000773866
