方案,累计收益,年化,波动,夏普(rf=0),最大回撤,Calmar,月度胜率
100%策略,1.450726487411972,0.099037895902228,0.0799891321185741,1.2381418985196193,-0.09887452698019694,1.0016522852449528,0.6608695652173913
100%纳指100,4.773712214937328,0.20287414361668277,0.23096344019243822,0.8783820653504663,-0.3556307901726511,0.5704628204947939,0.6521739130434783
50%策略+50%纳指100,3.0283086465843283,0.15811153914988796,0.12440192198947812,1.270973443346486,-0.17921529082997423,0.8822435765254657,0.6782608695652174
