date,100%策略,100%纳指100,50%策略+50%纳指100
2023-07-19,0.0,-0.045071783961471046,0.0
2023-07-20,0.0,-0.06680910426021591,-0.010912908961190237
2023-07-21,-0.002146026137707202,-0.06924796088175389,-0.013266681868479457
2023-07-24,-0.002265658943133908,-0.06789940953362472,-0.012611000790882065
2023-07-25,0.0,-0.0610570953109032,-0.007478233277452562
2023-07-26,0.0,-0.06480709380245642,-0.008231990406224243
2023-07-27,0.0,-0.06687909618700905,-0.00786511754667174
2023-07-28,-0.0023972896252481,-0.04962246596039199,0.0
2023-07-31,-0.0025883382220267537,-0.04925621510208589,0.0
2023-08-01,-0.0005138774216266739,-0.05160878857249063,-0.00019730582846932965
2023-08-02,-2.6217531204575373e-05,-0.07256231996688678,-0.010998100928746868
2023-08-03,-0.0026199155966234455,-0.07360013129520071,-0.012834071840993277
2023-08-04,0.0,-0.07834389447148271,-0.01397806158760384
2023-08-07,-0.0022113403445622737,-0.0703231816881813,-0.010777848393804357
2023-08-08,-0.0029516680091244973,-0.07845672628450295,-0.01547208120828325
2023-08-09,0.0,-0.08879501657481259,-0.019253396776990228
2023-08-10,0.0,-0.08715805021800105,-0.018368845725505456
2023-08-11,0.0,-0.09323829716882681,-0.021115660344291243
2023-08-14,0.0,-0.08252711885473929,-0.015233564018472978
2023-08-15,0.0,-0.09266026039410302,-0.020053157525188103
2023-08-16,-0.001899334658235441,-0.10238551794629225,-0.026235526879335724
2023-08-17,0.0,-0.11207939980716031,-0.02919280512242639
2023-08-18,0.0,-0.11334468489755245,-0.02979335644082215
2023-08-21,0.0,-0.0987519715398344,-0.021064412392029164
2023-08-22,-0.004761118929238806,-0.10042514061740127,-0.024303524876983063
2023-08-23,-0.007763647410720553,-0.08599835639647768,-0.01795152437872638
2023-08-24,-0.005084275357675305,-0.10600760015784383,-0.027375053218060996
2023-08-25,-0.002737006574376588,-0.09844183489869873,-0.022112101553067753
2023-08-28,0.0,-0.09176665657013006,-0.01610385482384169
2023-08-29,0.0,-0.07221175695424087,-0.004346752291496947
2023-08-30,0.0,-0.06702994085682168,-0.0012419334111318792
2023-08-31,0.0,-0.06469848564019054,0.0
2023-09-01,-0.0016703354747390486,-0.06531453527170716,-0.001164499841540434
2023-09-05,0.0,-0.06426586312716664,0.0
2023-09-06,0.0,-0.07252008345933858,-0.003233635521643463
2023-09-07,-0.001951376501157731,-0.07933343550545602,-0.007867337057573143
2023-09-08,-0.004317189222279305,-0.07802350039279915,-0.008337422753264323
2023-09-11,-0.0024426982843643863,-0.06706373006285948,-0.0015098882933050062
2023-09-12,-0.0045645444229747145,-0.07744968726883017,-0.008129672652505193
2023-09-13,-0.007641533501665632,-0.07390242401350555,-0.007755755601908332
2023-09-14,-0.007305762045198394,-0.0663384688903983,-0.0035357832800378963
2023-09-15,-0.005365535847006719,-0.08271959665342021,-0.011303487617623786
2023-09-18,-0.007699690352379052,-0.08133363582717745,-0.011716664095448581
2023-09-19,-0.010841624992860566,-0.08339357063814501,-0.014389290737813587
2023-09-20,-0.007424520643913968,-0.09674694418867846,-0.019866189772044907
2023-09-21,-0.010238377169931923,-0.113380887618307,-0.030280356738667025
2023-09-22,-0.009245550006567238,-0.11296696984433996,-0.02956763857269651
2023-09-25,-0.009564947867502949,-0.10887606239900904,-0.027486293399847317
2023-09-26,-0.008404647764674977,-0.12233563059709107,-0.03426108193282129
2023-09-27,-0.010627923246513737,-0.12026423159121791,-0.03420410001885932
2023-09-28,-0.01232626545120552,-0.1128662056049049,-0.030972166999088002
2023-09-29,-0.012326114905020003,-0.11211379239187724,-0.0305611577560444
