情景,累计收益,年化,波动,夏普(rf=0),最大回撤
原策略,1.6293636299317646,0.11097162033854291,0.08284328662986867,1.3395366704166072,-0.09896537238575298
80%策略+20%沪深300,1.3583366103995629,0.09789324304506408,0.08766521175409978,1.116671494727622,-0.09738003244611948
60%策略+40%沪深300,1.0922522072937042,0.08367869240455339,0.10433929838975577,0.8019863435536493,-0.1469026059155315
原策略+趋势过滤A股(0/20%),1.8769975838095774,0.12190993209020795,0.08499868588326062,1.4342566690694747,-0.07806654603821828
原策略+熊市降仓40%,1.5174545363135503,0.10572415189863071,0.07187298123014779,1.470986037995092,-0.06756552296210983
